SaleID,price
150000,1254.9005126953125
150001,1817.4752197265625
150002,8000.84423828125
150003,1185.1385498046875
150004,1973.3927001953125
150005,1114.1580810546875
150006,434.87408447265625
150007,3212.840576171875
150008,13086.048828125
150009,601.1958618164062
150010,652.1200561523438
150011,2487.667236328125
150012,5705.80322265625
150013,6445.486328125
150014,1617.8160400390625
150015,247.98220825195312
150016,1759.92041015625
150017,8430.541015625
150018,6585.046875
150019,615.5015258789062
150020,24583.455078125
150021,7737.97216796875
150022,2253.80419921875
150023,1540.85400390625
150024,891.3638916015625
150025,7295.98876953125
150026,567.5317993164062
150027,12133.603515625
150028,4003.853759765625
150029,7700.14208984375
150030,17517.013671875
150031,12546.77734375
150032,601.3648681640625
150033,14677.01171875
150034,652.8386840820312
150035,1933.0880126953125
150036,13796.8671875
150037,5719.9912109375
150038,1597.9813232421875
150039,346.5240783691406
150040,591.4093627929688
150041,23253.234375
150042,433.3296813964844
150043,6763.0712890625
150044,18946.412109375
150045,490.3068542480469
150046,14704.03515625
150047,17548.060546875
150048,2201.431884765625
150049,3071.97314453125
150050,566.6861572265625
150051,4350.673828125
150052,3071.843994140625
150053,499.6690673828125
150054,13161.068359375
150055,9792.7177734375
150056,5792.41162109375
150057,3404.970458984375
150058,984.0411376953125
150059,5229.705078125
150060,8028.23974609375
150061,1151.2884521484375
150062,5527.7841796875
150063,8082.68310546875
150064,1362.5584716796875
150065,1667.6295166015625
150066,523.595947265625
150067,9761.958984375
150068,195.74798583984375
150069,17209.916015625
150070,9151.2958984375
150071,321.1475524902344
150072,6457.84375
150073,15847.3095703125
150074,3866.094970703125
150075,12289.197265625
150076,2850.484619140625
150077,251.6832733154297
150078,350.7487487792969
150079,2736.392333984375
150080,3114.677978515625
150081,2138.6494140625
150082,3716.969970703125
150083,403.12872314453125
150084,1164.2960205078125
150085,1467.8427734375
150086,7237.796875
150087,3399.711669921875
150088,2448.18896484375
150089,40988.75
150090,2555.09814453125
150091,211.8473663330078
150092,1488.1326904296875
150093,16422.9453125
150094,6456.66845703125
150095,5942.837890625
150096,2402.273193359375
150097,1211.7593994140625
150098,425.3709411621094
150099,21285.787109375
150100,20774.10546875
150101,7089.30615234375
150102,1814.8248291015625
150103,10817.3251953125
150104,5361.9345703125
150105,4431.79638671875
150106,8045.4345703125
150107,2232.336181640625
150108,13533.845703125
150109,7521.34375
150110,469.6109313964844
150111,1872.2230224609375
150112,1780.7276611328125
150113,865.22265625
150114,2486.1455078125
150115,1226.6890869140625
150116,14152.154296875
150117,15448.357421875
150118,67482.9921875
150119,204.5454559326172
150120,2879.625732421875
150121,2503.464111328125
150122,677.4038696289062
150123,2495.739501953125
150124,56855.2890625
150125,600.4327392578125
150126,2903.083740234375
150127,15675.359375
150128,1622.091552734375
150129,5911.46923828125
150130,3889.397705078125
150131,2437.656982421875
150132,1277.2987060546875
150133,3184.704345703125
150134,1405.510009765625
150135,2735.051025390625
150136,3967.258544921875
150137,759.5234375
150138,9902.78515625
150139,6546.6650390625
150140,2510.998046875
150141,1419.8779296875
150142,6753.09375
150143,5093.27392578125
150144,1296.2269287109375
150145,6302.7177734375
150146,2577.873291015625
150147,4466.41552734375
150148,3087.728271484375
150149,196.7128143310547
150150,11024.1552734375
150151,4902.32568359375
150152,612.8984375
150153,503.3060607910156
150154,7531.1474609375
150155,2290.28173828125
150156,15884.6044921875
150157,8103.9453125
150158,9704.771484375
150159,1030.4864501953125
150160,6620.53125
150161,7215.7353515625
150162,6804.20947265625
150163,1003.1390991210938
150164,16648.2109375
150165,14432.265625
150166,24271.373046875
150167,3869.90185546875
150168,35230.02734375
150169,705.99072265625
150170,2451.295654296875
150171,8692.173828125
150172,1918.2037353515625
150173,36340.94140625
150174,538.537109375
150175,2413.936279296875
150176,8573.775390625
150177,5994.2197265625
150178,5360.98828125
150179,3803.353759765625
150180,940.34423828125
150181,18520.55859375
150182,4107.7373046875
150183,1537.68408203125
150184,2397.067138671875
150185,4227.0673828125
150186,3502.032470703125
150187,5240.7685546875
150188,12715.92578125
150189,10327.310546875
150190,3220.377197265625
150191,2734.963134765625
150192,1037.5479736328125
150193,5189.7041015625
150194,6953.13037109375
150195,2313.340576171875
150196,809.5374755859375
150197,21224.494140625
150198,1253.4051513671875
150199,4632.6025390625
150200,499.48687744140625
150201,7609.0087890625
150202,2056.317626953125
150203,1650.3763427734375
150204,8153.40478515625
150205,4940.9296875
150206,634.0164184570312
150207,5226.46728515625
150208,5930.01953125
150209,1296.5787353515625
150210,13935.767578125
150211,5269.78564453125
150212,7250.41650390625
150213,8569.7265625
150214,19805.380859375
150215,6585.6103515625
150216,3351.103759765625
150217,1031.2950439453125
150218,10045.693359375
150219,1271.4130859375
150220,2576.278564453125
150221,7922.1162109375
150222,2182.852783203125
150223,673.9422607421875
150224,11788.189453125
150225,3177.306396484375
150226,1170.58447265625
150227,8711.427734375
150228,212.37901306152344
150229,7023.25732421875
150230,9366.23046875
150231,5108.41162109375
150232,983.2562255859375
150233,7748.71484375
150234,418.2721862792969
150235,7867.5205078125
150236,14949.3681640625
150237,4813.7431640625
150238,6747.4267578125
150239,9031.40625
150240,26693.884765625
150241,10161.052734375
150242,4077.445068359375
150243,3306.188232421875
150244,6621.3232421875
150245,4000.71337890625
150246,3874.404052734375
150247,1563.252685546875
150248,239.40237426757812
150249,10198.3232421875
150250,27934.330078125
150251,10170.3056640625
150252,831.9075927734375
150253,11597.8046875
150254,11094.61328125
150255,7159.3828125
150256,2503.816162109375
150257,9937.1474609375
150258,3574.431396484375
150259,8000.93603515625
150260,1492.4090576171875
150261,3929.959716796875
150262,2525.664306640625
150263,9211.4599609375
150264,6654.4443359375
150265,5540.01953125
150266,1316.9515380859375
150267,14871.38671875
150268,6925.7802734375
150269,3802.816162109375
150270,8576.8515625
150271,2776.22900390625
150272,2032.5877685546875
150273,18173.458984375
150274,563.7660522460938
150275,13713.248046875
150276,2557.682861328125
150277,3050.667236328125
150278,1604.0040283203125
150279,9680.0810546875
150280,2889.805908203125
150281,758.7600708007812
150282,13213.5458984375
150283,6574.62890625
150284,381.4375305175781
150285,5102.5966796875
150286,3619.1767578125
150287,11881.572265625
150288,11971.552734375
150289,3334.690673828125
150290,7443.2451171875
150291,8170.1748046875
150292,2160.86474609375
150293,8795.0400390625
150294,6141.888671875
150295,1631.4954833984375
150296,2815.458740234375
150297,6763.4951171875
150298,1379.813720703125
150299,4861.36962890625
150300,5022.34228515625
150301,4968.8369140625
