20140901,391951399.3335358,380810712.2429152
20140902,307388930.7775885,320557825.3020313
20140903,307418469.94930625,319510238.35970503
20140904,300833434.0977109,304800478.0910294
20140905,263969578.2589556,266399958.8194617
20140906,163525011.8910185,199763418.01507294
20140907,150530520.0322746,199455607.29455245
20140908,341752166.95747876,362146684.61051863
20140909,283308965.4105319,322489009.5573191
20140910,290644214.2545882,319468040.3303586
20140911,259119736.2894399,288589358.27818507
20140912,272211159.35612255,268315170.047603
20140913,177049695.3762656,211997465.9508748
20140914,230529045.21377635,201452152.76807782
20140915,346496507.2559828,343084316.264645
20140916,325233494.48236585,310415437.05347997
20140917,305730661.7507874,320099340.2661327
20140918,270101883.18852454,280686408.9853134
20140919,271549880.3859692,256854180.60496613
20140920,197071743.35101932,197584804.74775591
20140921,214220540.1388936,200786135.51296225
20140922,339313513.74797857,350335140.2984008
20140923,309265000.9973185,306930441.7686526
20140924,305257546.7061243,318972821.50266296
20140925,276283142.69190717,288235997.04591584
20140926,259372597.29046598,267445859.82765388
20140927,187312788.72199464,202540185.21914613
20140928,186499140.23302698,203264646.48399663
20140929,335562601.12125635,356798455.39991677
20140930,296008526.0623679,313428922.71166265
