20140901,381943942.92542857,293811056.2460356
20140902,298153822.6856471,250779012.22127184
20140903,336082466.6372715,340150351.6155153
20140904,349296858.4548374,286962708.5074046
20140905,295824665.31324106,251497720.96428502
20140906,227309459.08419994,176815325.91542637
20140907,202049324.03124583,178156145.3129481
20140908,342647386.3909558,309777493.71091
20140909,343256586.68231213,279939456.77396226
20140910,386754887.4464723,297246212.4769315
20140911,316641534.23540115,299303011.60274035
20140912,247289546.11966857,251095944.292687
20140913,187992424.19357616,196871325.217191
20140914,192940089.39828017,221353461.36387885
20140915,347284424.12998307,288107552.4958854
20140916,377803153.5928189,358476830.6526949
20140917,287872001.31694263,342303962.7544503
20140918,309876779.06386757,274544195.8471245
20140919,255374494.3651164,256970330.29774892
20140920,220684411.7534338,170121337.10558254
20140921,200518275.9250092,211385533.82618123
20140922,285311470.3003665,326982105.6697393
20140923,274327300.0526671,301212465.469487
20140924,270136927.30290514,340722862.24052906
20140925,268639091.49029416,309637962.8296527
20140926,225389782.01602462,307080207.9504565
20140927,180678213.29256418,228378046.51522896
20140928,189664888.4566595,259605826.07407278
20140929,286816287.55076605,336823706.96324
20140930,287559527.4745553,336959571.7034105
